"sexo","salario_anual","estado_civil","escolaridade","limite_credito","valor_transacoes_12m","classelimite_credito","classevalor_transacoes_12m"
"M","$80K - $120K","solteiro","mestrado","34516.01","1028.94","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","3297.09","1894.87","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","9981.79","1456.4","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","3235.29","1637.84","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","casado","mestrado","2541.48","1416.24","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","21351.1","1887.11","limite de crédito médio para alto","volume de transação média para alta"
"F","na","casado","mestrado","10247.6","1754.14","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","4742.58","870.54","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","1726.78","1712.08","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","8420.3","1114.55","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","3352.36","1952.88","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","graduacao","2335.07","1362.64","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","12397.04","1888.35","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","2240.99","3795.07","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","2002.15","1585.43","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","25662.95","1484.74","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","2000.18","1944.67","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","solteiro","mestrado","8713.07","2094.81","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","11583.33","3320.86","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","1438.89","1805.03","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","na","mestrado","8434.77","1414.41","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","9791.54","1649.31","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","8444.48","2497.82","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","mestrado","2228.09","2104.34","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","12211.19","903.31","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","2789.53","2688.5","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","4241.1","1798.18","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","mestrado","8398.21","1489.8","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","divorciado","mestrado","15578.66","2492.34","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","4008.98","1395.48","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","doutorado","3438.25","2331.12","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","solteiro","graduacao","1934.9","2334.74","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3615.15","1967.8","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","28822.66","1504.69","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","14632.67","1399.53","limite de crédito médio para alto","volume de transação média para baixa"
"F","na","casado","graduacao","6715.89","1731.89","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","solteiro","mestrado","3360.65","1309.74","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","14853.41","1800.26","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","4800.74","2935.61","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","doutorado","2644.77","1194.86","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","na","mestrado","13355.25","1921.18","limite de crédito médio para alto","volume de transação média para alta"
"F","na","casado","mestrado","14915.05","1388.72","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","13003.16","1697.98","limite de crédito médio para alto","volume de transação média para baixa"
"M","menos que $40K","casado","graduacao","2492.68","1375.99","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","1759.0","2013.06","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","5510.53","1995.81","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","7667.93","1501.38","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","2939.95","2077.86","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","doutorado","2773.19","3567.1","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","3323.65","1599.67","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","mestrado","16049.1","1989.74","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2307.86","2440.35","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","na","doutorado","3209.06","1292.82","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","12554.79","1422.99","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","4702.83","1673.33","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","4882.12","1544.54","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","33405.7","1345.71","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","mestrado","2700.82","2901.85","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","graduacao","27157.68","1535.59","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","solteiro","doutorado","12830.84","2526.38","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","2437.14","1651.48","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","13162.0","1424.3","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","1963.26","1861.53","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","18713.18","1524.16","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","10607.71","1903.4","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","graduacao","2917.11","2471.98","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","34516.84","2350.74","limite de crédito médio para alto","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2743.85","1210.73","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","divorciado","mestrado","3178.47","4605.89","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","na","mestrado","5674.66","1096.12","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","11444.96","2493.88","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","5657.64","1914.68","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","2608.29","2073.75","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3203.09","1433.09","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","solteiro","graduacao","34516.94","2574.8","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","3416.32","1924.35","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","doutorado","8058.18","2742.26","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","na","graduacao","19044.48","1780.51","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","doutorado","1606.22","2229.16","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","24336.04","1425.81","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","5030.34","2523.89","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","2956.66","2116.76","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","12778.67","1133.98","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","divorciado","mestrado","29961.12","2337.53","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","graduacao","2821.37","1419.92","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","1438.69","2492.96","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","doutorado","6859.79","3045.29","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","1890.92","1484.0","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","18386.78","1698.03","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","5634.08","2905.01","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","5478.9","2456.49","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","doutorado","13046.31","2601.73","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","8687.84","2279.63","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","6174.59","2043.04","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","solteiro","mestrado","5655.11","2312.05","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","graduacao","28465.71","1693.62","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","15610.63","1916.38","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","na","doutorado","34516.72","1531.87","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","doutorado","5462.58","1523.29","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","2685.38","1642.8","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","mestrado","10826.03","1355.34","limite de crédito médio para alto","volume de transação média para baixa"
"F","na","divorciado","mestrado","2561.82","2047.34","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","7087.76","1712.19","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","doutorado","10266.22","1720.76","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","14365.11","2290.68","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","11473.67","2147.86","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","divorciado","mestrado","2998.06","1825.71","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","2405.25","2503.86","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","doutorado","21927.74","1946.23","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","solteiro","doutorado","10029.76","2192.95","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","4934.08","2747.53","limite de crédito médio para baixo","volume de transação média para alta"
"M","na","solteiro","graduacao","2347.19","2595.87","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","2484.92","1200.24","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","graduacao","2780.21","2469.92","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","doutorado","18102.23","1486.29","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","4532.26","1885.86","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","22399.73","2390.07","limite de crédito médio para alto","volume de transação média para alta"
"F","na","solteiro","mestrado","10329.45","2461.03","limite de crédito médio para alto","volume de transação média para alta"
"F","na","solteiro","mestrado","13276.99","1901.88","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","solteiro","mestrado","1935.01","2498.0","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","divorciado","mestrado","6784.5","1900.69","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","graduacao","32641.42","1327.6","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2417.84","1773.46","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","graduacao","17603.6","2902.02","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","2894.91","1017.02","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","16730.87","1740.91","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","graduacao","3282.08","2614.79","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","mestrado","8121.57","1914.59","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","3182.92","1233.67","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","divorciado","doutorado","5061.81","1309.5","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","graduacao","2464.74","1219.64","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","3477.78","1897.23","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","3242.02","1841.05","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","solteiro","mestrado","1438.79","2546.19","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","solteiro","graduacao","34516.02","1793.72","limite de crédito médio para alto","volume de transação média para baixa"
"M","menos que $40K","casado","mestrado","2490.71","1645.3","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","solteiro","graduacao","5424.01","1634.97","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","1764.06","2094.46","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","solteiro","doutorado","1493.82","1554.37","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","graduacao","17539.07","1220.73","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","34516.5","3530.24","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","6256.94","1629.53","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","4075.5","2449.43","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","7290.99","1312.1","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","graduacao","5965.3","3382.83","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","6077.31","2837.72","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","doutorado","1808.42","1744.74","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","12810.97","3174.75","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","casado","graduacao","3118.28","1291.94","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","20013.27","1518.98","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","1973.1","1587.35","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","16335.26","2733.73","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","5712.69","2617.02","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","5335.33","1844.76","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","graduacao","13184.39","2047.31","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","1910.91","2028.53","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","graduacao","6210.83","3095.87","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","graduacao","2220.08","1685.29","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","3539.72","1677.21","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","mestrado","9274.12","2048.2","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","2802.07","1406.69","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","1438.89","2249.53","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","34516.06","2579.12","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","3454.38","1575.31","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","graduacao","4061.52","1602.22","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","casado","graduacao","4189.88","1597.77","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2228.28","2334.87","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3261.45","856.21","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","8014.9","1596.76","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","10980.6","1830.96","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","doutorado","3092.87","1369.22","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","14315.94","2603.16","limite de crédito médio para alto","volume de transação média para alta"
"F","na","casado","mestrado","1709.44","1757.78","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","1705.5","3342.11","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","divorciado","mestrado","8673.26","2457.54","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","24765.27","1544.09","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","31864.37","1591.96","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","graduacao","5346.49","3253.3","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","mestrado","2801.55","2467.74","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","7535.65","1655.59","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2986.38","2141.26","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","6729.02","2080.9","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","2601.97","2542.3","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","3380.45","1636.48","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2665.63","1880.69","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","5015.08","1325.39","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","6905.44","1370.84","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","graduacao","19136.76","2501.01","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","7453.15","1691.21","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","graduacao","4945.18","2743.67","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","27992.96","837.22","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","3735.14","1877.48","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","na","mestrado","6703.25","1843.82","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","2205.41","1591.89","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","4145.29","1238.34","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","casado","mestrado","2032.13","2454.69","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","graduacao","7010.95","2413.19","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","doutorado","16547.19","1782.08","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","mestrado","5930.77","2041.45","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","graduacao","7469.34","2050.48","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2235.83","1229.31","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","graduacao","2047.73","2180.73","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","2636.85","1333.88","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","6425.79","2036.03","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","doutorado","2902.21","2088.13","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","graduacao","4002.05","2024.71","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","5175.89","2405.3","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2683.22","1406.11","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","11638.32","563.93","limite de crédito médio para alto","volume de transação média para baixa"
"F","na","casado","mestrado","1829.55","1610.1","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","8276.24","1409.36","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","11371.72","2768.6","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","34516.63","2873.59","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","6690.62","1734.93","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","solteiro","mestrado","4439.5","2858.97","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","2531.93","1263.43","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","graduacao","9096.97","2318.11","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","graduacao","34516.73","1112.87","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","na","mestrado","7169.54","1438.52","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","5399.64","1292.1","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","6315.6","2205.87","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","na","mestrado","4947.93","3479.27","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","3947.0","1646.98","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","mestrado","3067.27","1420.2","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","doutorado","1438.67","2451.88","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","doutorado","8633.57","2066.88","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","11374.25","1088.96","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","6921.25","1931.08","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","2564.54","1343.25","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","doutorado","9843.56","1402.89","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","1826.22","2199.24","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2926.07","1851.46","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","9620.78","1735.55","limite de crédito médio para alto","volume de transação média para baixa"
"F","na","solteiro","mestrado","3642.68","2790.69","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","solteiro","mestrado","3451.97","3031.75","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","5764.99","1972.92","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","16059.87","1357.28","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","divorciado","graduacao","12464.13","1195.86","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","7478.07","2213.09","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","solteiro","mestrado","1707.86","2950.83","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","3478.14","1409.56","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","13206.68","2342.83","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","4460.49","1877.44","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","graduacao","2751.49","2270.93","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","3685.05","3016.48","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","8902.02","969.8","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2232.66","1395.63","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","graduacao","8374.79","2472.91","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","mestrado","3851.41","2349.63","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","graduacao","15936.01","2477.61","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","2987.37","1617.3","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","6275.35","1585.84","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","3077.57","1523.11","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","3625.98","2616.15","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","5951.01","2565.26","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","graduacao","15796.11","1339.9","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","3556.62","2279.84","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2774.07","1258.25","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","doutorado","4134.89","2475.06","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","11329.99","1213.32","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","doutorado","9055.42","1755.88","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","casado","doutorado","3665.2","1813.9","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","3478.92","2133.66","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","doutorado","13734.93","2566.06","limite de crédito médio para alto","volume de transação média para alta"
